"site_name","datetime","salinity"
"LEW",2023-08-01,14.9519467692308
"LEW",2023-08-02,15.0116960995025
"LEW",2023-08-03,14.9918788959276
"LEW",2023-08-04,14.7681811162791
"LEW",2023-08-05,15.0948447128713
"LEW",2023-08-06,15.079402746988
"LEW",2023-08-07,15.1291090348259
"LEW",2023-08-08,15.2005731428571
"LEW",2023-08-09,15.1755208780488
"LEW",2023-08-10,15.2957893944954
"LEW",2023-08-11,15.065216
"LEW",2023-08-12,15.0066521702128
"LEW",2023-08-13,14.9815379895288
"LEW",2023-08-14,15.1755916476684
"LEW",2023-08-15,14.8742081465969
"LEW",2023-08-16,15.1480474917127
"LEW",2023-08-17,15.1481921904762
"LEW",2023-08-18,15.130621027933
"LEW",2023-08-19,15.2124035
"LEW",2023-08-20,15.1838354029851
"LEW",2023-08-21,15.057716
"LEW",2023-08-22,15.1391974814815
"LEW",2023-08-23,15.1584202253521
"LEW",2023-08-24,15.314596733945
"LEW",2023-08-25,15.1530818536585
"LEW",2023-08-26,15.1481531584699
"LEW",2023-08-27,15.4376010574713
"LEW",2023-08-28,15.3756962955665
"LEW",2023-08-29,15.2745527346939
"LEW",2023-08-30,15.2089136047904
"LEW",2023-08-31,15.2938911152074
"LEW",2023-09-01,15.2366150825688
"LEW",2023-09-02,15.3173313846154
"LEW",2023-09-03,15.1906175544041
"LEW",2023-09-04,14.8311796871508
"LEW",2023-09-05,14.6353541909548
"LEW",2023-09-06,14.3534012791878
"LEW",2023-09-07,14.1368069090909
"LEW",2023-09-08,14.3837576666667
"LEW",2023-09-09,14.6811425734266
"LEW",2023-09-10,14.7369051891892
"LEW",2023-09-11,15.0609498308458
"LEW",2023-09-12,15.0174457297297
"LEW",2023-09-13,15.1109074893617
"LEW",2023-09-14,15.1679101747573
"LEW",2023-09-15,15.1263000707965
"LEW",2023-09-16,15.0428271111111
"LEW",2023-09-17,15.0134682123894
"LEW",2023-09-18,15.1373963652968
"LEW",2023-09-19,15.1546186548673
"LEW",2023-09-20,15.0460655145631
"LEW",2023-09-21,14.754227627907
"LEW",2023-09-22,14.839716
"LEW",2023-09-23,15.141204372093
"LEW",2023-09-24,14.9356635982533
"LEW",2023-09-25,15.0882469734513
"LEW",2023-09-26,14.7430933584906
"LEW",2023-09-27,14.7263000707965
"LEW",2023-09-28,14.5692544615385
"LEW",2023-09-29,14.5591723106796
"LEW",2023-09-30,14.3029990188679
"LEW",2023-10-01,14.202186046083
"LEW",2023-10-02,14.271679963964
"LEW",2023-10-03,14.411716
"LEW",2023-10-10,15.6410493333333
"LEW",2023-10-11,15.8210493333333
"LEW",2023-10-12,16.2021604444444
"LEW",2023-10-13,16.3055608275862
"LEW",2023-10-14,16.251716
"LEW",2023-10-15,16.5530904493392
"LEW",2023-10-16,16.8447849655172
"LEW",2023-10-17,16.9746687896996
"LEW",2023-10-18,17.1847802201835
"LEW",2023-10-19,16.2879791578947
"LEW",2023-10-20,15.7243826666667
"LEW",2023-10-21,17.081448718894
"LEW",2023-10-22,17.4695185751073
"LEW",2023-10-23,17.6537686315789
"LEW",2023-10-24,16.684743027027
"LEW",2023-10-25,16.2951033873874
"LEW",2023-10-26,16.844582359447
"LEW",2023-10-27,17.5750236923077
"LEW",2023-10-28,17.7993001584158
"LEW",2023-10-29,17.6308641481481
"LEW",2023-10-30,17.3488664424779
"LEW",2023-10-31,17.9108834208145
"LEW",2023-11-01,17.966620109589
"LEW",2023-11-02,17.5646390769231
"LEW",2023-11-03,17.1972398095238
"LEW",2023-11-04,17.3516621883408
"LEW",2023-11-05,17.6392693980583
"LEW",2023-11-06,17.9230313153153
"LEW",2023-11-07,17.6581664504504
"LEW",2023-11-08,17.6703888110599
"LEW",2023-11-09,17.7699279815668
"LEW",2023-11-10,17.8631214054054
"LEW",2023-11-11,17.8404593628319
"LEW",2023-11-12,17.8059616140351
"LEW",2023-11-13,17.7431998709677
"LEW",2023-11-14,17.5151073043478
"LEW",2023-11-15,17.6842646725664
"LEW",2023-11-16,17.4985855652174
"LEW",2023-11-17,17.6155501013825
"LEW",2023-11-18,17.6443972227074
"LEW",2023-11-19,17.9214499055794
"LEW",2023-11-20,17.8651073043478
"LEW",2023-11-21,17.8568231428571
"LEW",2023-11-22,17.8590317894737
"LEW",2023-11-23,17.8108133451327
"LEW",2023-11-24,17.7502598596491
"LEW",2023-11-25,17.6590796363636
"LEW",2023-11-26,17.4639930562771
"LEW",2023-11-27,17.5050959126638
"LEW",2023-11-28,17.6337823507109
"LEW",2023-11-29,17.6100634178404
"LEW",2023-11-30,17.5556612054795
"LEW",2023-12-01,17.4703888110599
"LEW",2023-12-02,17.4483939661017
"LEW",2023-12-03,17.2804819574468
"LEW",2023-12-04,17.1601912475248
"LEW",2023-12-05,17.1025273207547
"LEW",2023-12-06,17.2049887272727
"LEW",2023-12-07,17.2447204052863
"LEW",2023-12-08,17.1263000707965
"LEW",2023-12-09,16.4899944810127
"LEW",2023-12-10,16.7405863703704
"LEW",2023-12-11,17.0419752592593
"LEW",2023-12-12,17.092917793722
"LEW",2023-12-13,16.9836250909091
"LEW",2023-12-14,17.0777620829493
"LEW",2023-12-15,16.7737952951542
"LEW",2023-12-16,16.8172904680851
"LEW",2023-12-17,16.9620146425339
"LEW",2023-12-18,16.789697981982
"LEW",2023-12-19,16.8790816387665
"LEW",2023-12-20,16.7289281212121
"LEW",2023-12-21,16.5566430386266
"LEW",2023-12-22,15.8178481585903
"LEW",2023-12-23,15.7697043040936
"LEW",2023-12-24,15.702870185022
"LEW",2023-12-25,15.3426935784753
"LEW",2023-12-26,15.1534056551724
"LEW",2023-12-27,15.0340317894737
"LEW",2023-12-28,14.9546987586207
"LEW",2023-12-29,14.2322849655172
"LEW",2023-12-30,13.4518336470588
"LEW",2023-12-31,12.2611096651584
"LEW",2024-01-01,11.4107463030303
"LEW",2024-01-02,12.0432423157895
"LEW",2024-01-03,12.053368173913
"LEW",2024-01-04,12.1609074893617
"LEW",2024-01-05,12.3871919825328
"LEW",2024-01-06,12.8129046792453
"LEW",2024-01-07,12.9099682522523
"LEW",2024-01-08,13.2420772334802
"LEW",2024-01-09,13.1919265263158
"LEW",2024-01-10,13.2482446343612
"LEW",2024-01-11,13.2169325898618
"LEW",2024-01-12,13.7611942608696
"LEW",2024-01-13,13.7970678518519
"LEW",2024-01-14,13.667716
"LEW",2024-01-15,13.7993459559471
"LEW",2024-01-16,13.8953228376068
"LEW",2024-01-17,13.9755574096916
"LEW",2024-01-18,13.6566146784141
"LEW",2024-01-19,12.8386172875536
"LEW",2024-01-20,13.8716048888889
"LEW",2024-01-21,13.7415289496403
"LEW",2024-01-22,12.9248331171171
"LEW",2024-01-23,11.0802741395349
"LEW",2024-01-24,11.5550374285714
"LEW",2024-01-25,11.6846390769231
"LEW",2024-01-26,11.9180299013453
"LEW",2024-01-27,11.8864895849057
"LEW",2024-01-28,12.0933015855856
"LEW",2024-01-29,12.2263000707965
"LEW",2024-01-30,12.0442024864865
"LEW",2024-01-31,11.3526941659389
"LEW",2024-02-01,10.6416526515837
"LEW",2024-02-02,10.4006984561404
"LEW",2024-02-03,10.1878961801802
"LEW",2024-02-04,9.61955810526316
"LEW",2024-02-05,9.2969863862661
"LEW",2024-02-06,9.1550132972973
"LEW",2024-02-07,8.99898237554585
"LEW",2024-02-08,8.24621157522124
"LEW",2024-02-09,7.54089985650224
"LEW",2024-02-10,7.57407963636364
"LEW",2024-02-11,8.18641165217391
"LEW",2024-02-12,8.73359319298246
"LEW",2024-02-13,9.31593517808219
"LEW",2024-02-14,10.1418506153846
"LEW",2024-02-15,10.5053904186047
"LEW",2024-02-16,10.0787567239819
"LEW",2024-02-17,10.597563715736
"LEW",2024-02-18,10.8661634885845
"LEW",2024-02-19,10.7349481428571
"LEW",2024-02-20,10.5280623203463
"LEW",2024-02-21,10.8028052857143
"LEW",2024-02-22,10.7288427605634
"LEW",2024-02-23,10.4911981428571
"LEW",2024-02-24,10.7230625346535
"LEW",2024-02-25,11.3976198461538
"LEW",2024-02-26,10.3137907663551
"LEW",2024-02-27,9.56459673394495
"LEW",2024-02-28,9.38249476106195
"LEW",2024-02-29,10.8828271111111
"LEW",2024-03-01,11.0227394741784
"LEW",2024-03-02,10.4292113271028
"LEW",2024-03-03,10.8841865882353
"LEW",2024-03-04,11.1642377391304
"LEW",2024-03-05,11.5955420869565
"LEW",2024-03-06,11.6138295371179
"LEW",2024-03-07,11.6610199647577
"LEW",2024-03-08,11.3094627248908
"LEW",2024-03-09,10.2944416637168
"LEW",2024-03-10,10.7615621538462
"LEW",2024-03-11,10.7542072280702
"LEW",2024-03-12,10.4966048888889
"LEW",2024-03-13,10.4376267142857
"LEW",2024-03-14,10.1304432727273
"LEW",2024-03-15,8.96125582300885
"LEW",2024-03-16,9.77528356756757
"LEW",2024-03-17,8.58130090566038
"LEW",2024-03-18,9.55420722807018
"LEW",2024-03-19,9.80308637037037
"LEW",2024-03-20,8.4724737092511
"LEW",2024-03-21,9.73127369230769
"LEW",2024-03-22,9.4570183255814
"LEW",2024-03-23,9.18732765048544
"LEW",2024-03-24,10.2194181276596
"LEW",2024-03-25,10.1545140295567
"LEW",2024-03-26,10.1879003317972
"LEW",2024-03-27,9.6609911091703
"LEW",2024-03-28,9.21510730434782
"LEW",2024-03-29,9.35950171428571
"LEW",2024-03-30,9.12762941991342
"LEW",2024-03-31,8.50904933333333
"LEW",2024-04-01,8.22232274157303
"LEW",2024-04-02,8.27468847706422
"LEW",2024-04-03,8.30633351152074
"LEW",2024-04-04,8.51464240692641
"LEW",2024-04-05,8.67975391469194
"LEW",2024-04-06,8.71498872727273
"LEW",2024-04-07,8.27914457142857
"LEW",2024-04-08,8.04317054545455
"LEW",2024-04-09,7.75245284210526
"LEW",2024-04-10,7.64119426086957
"LEW",2024-04-11,7.80960279245283
"LEW",2024-04-12,7.91456531506849
"LEW",2024-04-13,8.01882711111111
"LEW",2024-04-14,8.09811148022599
"LEW",2024-04-15,7.30455144303798
"LEW",2024-04-16,8.52589781818182
"LEW",2024-04-17,7.66903675471698
"LEW",2024-04-18,7.86179763265306
"LEW",2024-04-19,8.71250323404255
"LEW",2024-04-20,7.91894594652406
"LEW",2024-04-21,8.58782071204189
"LEW",2024-04-22,8.65249211940299
"LEW",2024-04-23,8.18467678431373
"LEW",2024-04-24,7.74446018604651
"LEW",2024-04-25,8.23592112820513
"LEW",2024-04-26,8.26354124271845
"LEW",2024-04-27,8.1122205045045
"LEW",2024-04-28,8.14179671748879
"LEW",2024-04-29,8.36499299530517
"LEW",2024-04-30,7.78589781818182
"LEW",2024-05-01,7.59120223853211
"LEW",2024-05-02,7.204716
"LEW",2024-05-03,7.11887879069767
"LEW",2024-05-04,8.01897726126126
"LEW",2024-05-05,7.98519347747748
"LEW",2024-05-06,8.0116568866995
"LEW",2024-05-07,7.72696482629108
"LEW",2024-05-08,7.77470629126214
"LEW",2024-05-09,7.86850031372549
"LEW",2024-05-10,7.64059888288288
"LEW",2024-05-11,7.70137453658536
"LEW",2024-05-12,7.899716
"LEW",2024-05-13,7.99487196330275
"LEW",2024-05-14,7.90907963636364
"LEW",2024-05-15,8.26942771171171
"LEW",2024-05-16,8.31793822222222
"LEW",2024-05-17,8.72917718721461
"LEW",2024-05-18,8.41887879069768
"LEW",2024-05-19,7.960841
"LEW",2024-05-20,8.08214522374429
"LEW",2024-05-21,7.9809217416268
"LEW",2024-05-22,7.63130574358974
"LEW",2024-05-23,7.14029518552036
"LEW",2024-05-24,7.25938266666667
"LEW",2024-05-25,7.49683517098446
"LEW",2024-05-26,7.16879974384236
"LEW",2024-05-27,7.63145337373737
"LEW",2024-05-28,7.839216
"LEW",2024-05-29,8.03079292307692
"LEW",2024-05-30,7.95299901886793
"LEW",2024-05-31,8.2168903119266
"LEW",2024-06-01,7.69942331707317
"LEW",2024-06-02,7.09145984236453
"LEW",2024-06-03,7.58235714832536
"LEW",2024-06-04,7.99063057286432
"LEW",2024-06-05,8.02815798895028
"LEW",2024-06-06,7.91443241791045
"LEW",2024-06-07,8.3066407311828
"LEW",2024-06-08,8.41793105376344
"LEW",2024-06-09,8.2167555480226
"LEW",2024-06-10,8.61894048979592
"LEW",2024-06-11,8.73222580392157
"LEW",2024-06-12,8.71776625125628
"LEW",2024-06-13,8.37656845901639
"LEW",2024-06-14,8.5405285
"LEW",2024-06-15,8.60397268449198
"LEW",2024-06-16,8.4467785
"LEW",2024-06-17,8.77792876595745
"LEW",2024-06-18,8.54992705527638
"LEW",2024-06-19,8.5072083857868
"LEW",2024-06-20,8.95612025531915
"LEW",2024-06-21,9.23652034782609
"LEW",2024-06-22,9.28244127472528
"LEW",2024-06-23,9.20430690909091
"LEW",2024-06-24,9.33039041860465
"LEW",2024-06-25,9.92168248044693
"LEW",2024-06-26,9.69427513978495
"LEW",2024-06-27,9.84104933333333
"LEW",2024-06-28,9.97595129411765
"LEW",2024-06-29,10.0675997209302
"LEW",2024-06-30,10.176216
"LEW",2024-07-01,10.3851518974359
"LEW",2024-07-02,10.2849004660194
"LEW",2024-07-03,10.2859768695652
"LEW",2024-07-04,10.4257572371134
"LEW",2024-07-05,10.310254071066
"LEW",2024-07-06,10.3711306341463
"LEW",2024-07-07,10.5528936649746
"LEW",2024-07-08,10.4139360956938
"LEW",2024-07-09,10.3366879626168
"LEW",2024-07-10,10.3883611612903
"LEW",2024-07-11,10.4463206511628
"LEW",2024-07-12,10.320216
"LEW",2024-07-13,10.3397812173913
"LEW",2024-07-14,10.3655863703704
"LEW",2024-07-15,10.2431445714286
"LEW",2024-07-16,10.1067209751244
"LEW",2024-07-17,9.7942630852018
"LEW",2024-07-18,9.84743562616822
"LEW",2024-07-19,10.3917366185567
"LEW",2024-07-20,10.4902741395349
"LEW",2024-07-21,10.3622614545455
"LEW",2024-07-22,10.4720777021277
"LEW",2024-07-23,10.4955332588832
"LEW",2024-07-24,10.4985762150538
"LEW",2024-07-25,10.482716
"LEW",2024-07-26,10.9207594782609
"LEW",2024-07-27,10.8986250909091
"LEW",2024-07-28,10.7616553939394
"LEW",2024-07-29,10.8649352513369
"LEW",2024-07-30,10.313092344086
"LEW",2024-07-31,10.4031182988506
"LEW",2024-08-01,10.7087798297872
"LEW",2024-08-02,10.7633861030928
"LEW",2024-08-03,10.4981415319149
"LEW",2024-08-04,10.6997794920635
"LEW",2024-08-05,11.2862874285714
"LEW",2024-08-06,11.3617564040404
"LEW",2024-08-07,11.3976657487437
"LEW",2024-08-08,11.7917396686391
"LEW",2024-08-09,12.5659080903955
"LEW",2024-08-10,12.227716
"LEW",2024-08-13,12.1812792183908
"LEW",2024-08-14,12.1002691914894
"LEW",2024-08-15,11.9162721497326
"LEW",2024-08-16,11.6129791578947
"LEW",2024-08-17,11.2380438688525
"LEW",2024-08-18,11.2133763773585
"LEW",2024-08-19,11.5678386993865
"LEW",2024-08-20,11.8898588571429
"LEW",2024-08-21,11.8164339487179
"LEW",2024-08-22,11.4912211546392
"LEW",2024-08-23,11.351466
"LEW",2024-08-24,11.1765471688312
"LEW",2024-08-25,11.0335901258741
"LEW",2024-08-26,10.9865731428571
"LEW",2024-08-27,11.1235696585366
"LEW",2024-08-28,11.0935983529412
"LEW",2024-08-29,11.0248282994652
"LEW",2024-08-30,10.859716
"LEW",2024-08-31,10.8065986815642
"LEW",2024-09-01,10.9377706448087
"LEW",2024-09-02,11.1945084528302
"LEW",2024-09-03,11.107716
"LEW",2024-09-04,11.1385240808081
"LEW",2024-09-05,11.2239322162162
"LEW",2024-09-06,11.2898942178218
"LEW",2024-09-07,11.3701469392265
"LEW",2024-09-08,11.8023761941748
"LEW",2024-09-09,11.7932830103093
"LEW",2024-09-10,11.5687625116279
"LEW",2024-09-11,11.6069697313433
"LEW",2024-09-12,11.6406428292683
"LEW",2024-09-13,11.6281838362573
"LEW",2024-09-14,11.5964064761905
"LEW",2024-09-15,11.6714997837838
"LEW",2024-09-16,11.7912686315789
"LEW",2024-09-17,11.852228195122
"LEW",2024-09-18,11.9017700540541
"LEW",2024-09-19,11.9930563141361
"LEW",2024-09-20,12.2406428292683
"LEW",2024-09-21,12.3914116521739
"LEW",2024-09-22,12.6344539679144
"LEW",2024-09-23,12.5136942608696
"LEW",2024-09-24,12.5604432727273
"LEW",2024-09-25,12.307716
"LEW",2024-09-26,12.4124779047619
"LEW",2024-09-27,12.7616167092199
"LEW",2024-09-28,13.0148588571429
"LEW",2024-09-29,13.3329587184466
"LEW",2024-09-30,13.6790203478261
"LEW",2024-10-01,13.660143184466
"LEW",2024-10-02,13.5295434111675
"LEW",2024-10-03,13.6654274427861
"LEW",2024-10-04,12.7721489896907
"LEW",2024-10-05,12.7493826666667
"LEW",2024-10-07,12.9040796363636
"LEW",2024-10-08,12.8843013658537
"LEW",2024-10-09,11.8883763773585
"LEW",2024-10-10,13.4091178691589
"LEW",2024-10-11,12.294227627907
"LEW",2024-10-12,13.1969205454545
"LEW",2024-10-13,11.2925940487805
"LEW",2024-10-14,12.2803121538462
"LEW",2024-10-15,14.9903451079812
"LEW",2024-10-16,14.9125236923077
"LEW",2024-10-17,15.1718669433962
"LEW",2024-10-18,14.4783890769231
"LEW",2024-10-19,13.3010493333333
"LEW",2024-10-20,14.805991862069
